,Lokacija:,Transakcija:,Vrsta nekretnine:,Ukupan broj soba:,Toaleti:,Ukupno katova:,Cijena:,Površina:,Okućnica:,Godina izgradnje:,Nekretnina (stanje):,Stil gradnje:,Razred energetske učinkovitosti:,Lift:,Pristup invalidima:,Nekretnina se prodaje/iznajmljuje:,Visina plafona:,Namjena poslovnog prostora:,P.P. sa izlogom:,Pristup kamionima/šleperima:,Struja:,Parking:,Parking (broj):,Natkriveni parking:,Povlašteni parking:,Garaža:,Pogled na more:,Pogled na:,Udaljenost od mora:,Ključ u agenciji:,naziv,opis,dodatne_oznake,Spavaće sobe:,Kupaonice:,Površina okućnice:,Površina balkona/lođe/terase:,Roštilj:,Dimnjak:,Bazen:,Vrt:,Vrsta kuće/vikendice:,Tlocrtna površina nekretnine:,Mogućnost zamjene:,Namjena terena:,Površina građevinskog dijela:,Površina negrađevinskog dijela:,Instalacije struje:,Instalacije vode:,Pod: parket/laminat/pločice:,Pripojene prostorije:,Fasada:,Krov:,Struja-zakupljena snaga:,Vanjska stolarija:,Unutarnja stolarija:,Kupaonica/ kuhinja:
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/porec-investicijska-prilika,Poreč,Za prodaju,Građevinsko zemljište,,,,1.468.630 € (10.905.786 kn),8.639 ,,,,,,,,,,,,,,,,,,,ne,,više od 1km,,POREČ- INVESTICIJSKA PRILIKA  (ID: 300041082-14),"
                        U blizini Poreča, pokraj predgradskih naselja otvorila se ova odčina investicijska prilika.
Radi se o građevinskom zemljištu, sa svim potrebnim dokumentima, sa infrastrukturom tik do terena spremnom odmah za gradnju.
Radi se o 9 parcela, ukupne površine 8639 , svaka površina je preko 700  tako da je moguća izgradnja maksimalno 5 stambenih jedinica po parceli ili veće samostojeće jedinice.
Izgradiva površina po parceli iznosi 30%.

Područje je odlična prilika za izgradnju stambenih jedinica do maskimalno 45 stanova ili 9 samostojećih jedinica, primjerice kao zatvoreno naselje.

Postoji mogućnost kupnje i ostatka neurbaniziranog zemljišta koje se prostire u nastavku. 
Oglašena cijena odnosi se samo na urbanizirani građevinski dio, a kupnja je moguća samo u cjelini odnosno svih 9 parcela.
Postoji velika mogućnost urbanizacije ostatka zemljišta u skoroj budućnosti. 

","['Voda', 'Struja', 'Kanalizacija', 'Telefon', 'nema otvoren pogled', 'Jug', 'Zapad', 'U blizini centra', 'Predgrađe', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini trgovine', 'U blizini mora/plaže', 'U blizini parka/šume']",,,,,,,,,,,,Stambena,8639 ,1 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/stan/porec-centar-stan-7180--sa-predivinim-pogledom,Poreč,Za prodaju,Stan/Apartman,4,,2,250.000 € (1.856.456 kn),"71,80 ",zajednička,1960 god.,dovršena,klasičan,U izradi,ne,ne,namještena,,,,,,da,1,ne,,ne,da,Stari grad Poreč i More,1. red,Ne,"POREČ CENTAR - Stan 71,80  sa predivinim pogledom (ID: 300041082-13)","
                        U samom centru Poreča, sa pogledom na more i stari grad nalazi se ovaj stan od 71,80  na dvije etaže sa dvije spavaće sobe.
Lokacija ove nekretnine osigurava neposrednu blizinu apsolutnim svim sadržajima.
U prizemlju zgrade nalazi se zajednička okućnica i parking od čeka jedno parkirno mjesto pripada stanu.
U potkrovlju ima pristup zajedničkoj terasi i lođi.

Ovaj stan krasi jedan od najljepših pogleda u Poreču.

Stan je odlična prilika za osobe koje žele živjeti u centru gdje niti ne trebaju koristiti automobil ili kao nekretnina za iznajmljivanje koja
zbog svoje lokacije i pogleda bi zasigurno bila uvijek puna.                    ","['Struja', 'Pričuva', 'Klima uređaj', 'Struja', 'otvoren pogled', 'Pogled - prekrasan!', 'Sjever', 'Zapad', 'Centar', 'U blizini glavne ceste / autoputa', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine', 'U blizini crkve', 'U blizini mora/plaže', 'U blizini parka/šume']",2,,,5 ,,ima,nema,na korištenje,,,ne,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/poslovni-prostor/ugostiteljski-objekti/buje-restoran-s-trosobnim-stanom,Buje,Za prodaju,Ugostiteljski objekti,,,2,320.000 € 270.000 € (2.004.972 kn),300 ,zajednička na korištenje,1900 god.,dovršena,klasičan,U izradi,ne,da,namještena,,Restoran,ne,ne,trofazna,da,,ne,ne,da,da,,više od 1km,Ne,"Istra, Buje, restoran s trosobnim stanom - prilika! (ID: 300441011-4)","
                        U gradu Buje, na sjeverozapadu Istre pruža se prava poslovna prilika.
Prodaje se potpuno opremljeni i uhodani restoran, te trosobni stan koji se nalazi iznad restorana.
Restoran radi uspješno dugi niz godina i ne zahtjeva dodatna ulaganja. Sastoji se od kuhinje, udobne sale i terase s koje se pruža predivan pogled na vinograde, maslinike i more.
Vrlo ugodna i mirna lokacija u samom centru grada svakako je prednost za ugostiteljski objekt ovog tipa.
Buje kao grad bilježe stalni porast turizma kroz cijelu godinu.

Stan se nalazi u sklopu restorana i sastoji se od tri spavaće sobe, kuhinje, dnevnog boravka i velike terase od 30  s očaravajućim pogledom.
Također je potpuno opremljen i spreman za useljenje. Stanu pripada garaža i parkirno mjesto.

Vrlo povoljna prilika za sve koji žele rješiti poslovno i stambeno pitanje istovremeno!                    ","['Klasično', 'Klima uređaj', 'Struja', 'Drva', 'Voda', 'Struja', 'Internet', 'otvoren pogled', 'Pogled - prekrasan!', 'Jug', 'Centar', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine', 'U blizini crkve']",,,,,,,,,,,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/gradevinska-parcela-na-rubu-naselja,"Materada, Umag",Za prodaju,Građevinsko zemljište,,,,49.000 € 55.000 € (408.420 kn),980 ,,,,,,,,,,,,,,,,,,,ne,,više od 1km,,"Građevinska parcela površine 980  u mirnom, rubnom dijelu naselja (ID: 300441010-19)","
                        Građevinskoo zemljište u mirnom, malom naselju pored Juricana, udaljenom 6 km od Umaga i 2,5 km udaljenog od morske obale (Lovrečica). Smješteno je odmah do asfaltirane prometnice, a do parcele nalazi se sva potrebna komunalna infrastruktura (vodovod, el. struja ). Pošto je smještena na rubu naselja, posebno je pogodna za miran i intiman život. Namijenjena je za izgradnju obiteljske kuće ili kuće za odmor, odnosno iznajmljivanje. Jedna takva nalazi se upravo uz granicu ove parcele (vidi se na slici). Tko voli ili želi živjeti u zaista prirodnom okruženju, ovo je pravo mjesto!
Parcela se dijeli na dva dijela te će se prodavati odvojeno,oglašena  cijena odnosi se na manju parcelu od cca 480.
Svaka parcela posjeduje i projekt za izgradnju kuće sa bazenom.                    ","['bez infrastrukture', 'Voda', 'Struja', 'Telefon', 'nema otvoren pogled', 'Zapad', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini parka/šume']",,,,,,,,,,,,građevinsko,980 ,00 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/porec-nektretnina-521-plus-okucnica-sa-velikim-potencijalom,Poreč,Za prodaju,Kuća/Vikendica,20,,3,600.000 € (4.455.494 kn),521 ,,2000 god.,dovršena,klasičan,U izradi,,ne,namještena,,,,,,da,5,da,,da,ne,,300-500m,Ne,POREČ - Nekretnina 521 plus okućnica sa velikim potencijalom (ID: 300041082-12),"
                        U poznatom predgrađu Poreča blizu mora prodaje se ova nekretnina velikog potencijala. 

Ova multifunkcionalna nekretnina u Špadićima je dijelom uređena kao restoran, dijelom kao stan, a gornji kat se sastoji od 5 soba sa kupaonicama i potkrovljem. 

Ukupno postoje tri etaže plus potkrovlje, a dvije gornje etaže se mogu vrlo lako pretvoriti u dvije otvorene jedinice ili pregraditi za više prostorija. Kuća ima mnogo velikih balkona i terasa te 200  okućnice. 
Zgrada ima 2 odvojene garaže i 5 parkirnih mjesta sa druge strane.

Nekretnina je odlična prilika turističke djelatnosti ugostiteljstva, iznajmljivanja privatnog smještaja, boutique hotel ili kao ekskluzivni poslovni prostor.

","['Struja', 'Voda', 'Grijanje', 'Klasično', 'Centralno', 'Klima uređaj', 'Struja', 'Termo peć', 'Plin', 'Nafta', 'djelomično otvoren pogled', 'Zapad', 'U blizini centra', 'Predgrađe', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine', 'U blizini mora/plaže', 'U blizini parka/šume']",9,,200 ,,,ima,nema,,samostojeća,200 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/poljoprivredno-zemljiste/poljoprivredno-zemljiste-s-pogledom-na-more,"Funtana, Vrsar",Za prodaju,Negrađevinsko zemljište,,,,91.584 € (680.087 kn),11.448 ,,,,,,,,,,,,,,,,,,,da,,2. red,,Poljoprivredno zemljište u Funtani (ID: 300041079-102),"
                        U mjesto Funtana, nalazi se poljoprivredno zemljište od 11 780.
Zemljište je pravilnog oblika i do njega vodi bijela cesta.
U blizini se nalaze struja i voda                    ","['otvoren pogled', 'Zapad', 'U blizini mora/plaže', 'U blizini parka/šume']",,,,,,,,,,,,poljoprivredno,1 ,11448 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/apartman/medulin-apartman-s-vrtom,Medulin,Za prodaju,Stan/Apartman,3,,2,187.000 € (1.388.629 kn),85 ,,2017 god.,nedovršena,moderan,U izradi,ne,,nenamještena,,,,,,da,1,ne,,ne,da,,300-500m,Ne,"Medulin, apartman s vrtom (ID: 300041056-175)","
                        Prodaje se apartman u Medulinu na odličnoj lokaciji. Nalazi se u prizemlju zgrade, a sastoji se od ulaznog hodnika, dnevnog boravka s kuhinjom i blagovaonom, dvije spavaće sobe, kupatila, balkona, vrta i parkirnog mjesta. Zgrada je nova i veoma kvalitetna, a udaljenost od plaže je cca 400 metara. S obzirom da apartman ima u vlasništvu i vrt, moguće je staviti i bazen. Ova nekretnina je idealna za odmor ili za osobe koje bi se bavili turizmom.                     ","['Klasično', 'Klima uređaj', 'Struja', 'otvoren pogled', 'Jug', 'U blizini mora/plaže']",2,1,,,,ima,nema,vlastiti,,,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/istraokolica-zminja-gradevinsko-zemljiste-20e,Žminj,Za prodaju,Građevinsko zemljište,,,,20 € (149 kn),6.877 ,,,,,,,,,,,,,,,,,,,ne,,više od 1km,,"Istra,okolica Žminja, građevinsko zemljište 20e/ (ID: 300041049-567)","
                        Istra,okolica Žminja, građevinsko zemljište 20e/

Na prodaju je građevinsko zemljiše u jednome malom mjestu sjeverozapadno od Žminja, od kojeg je i udaljeno svega 3km.
Zemljšte se nalazi na samome rubnom dijelu naselja i u cijelosti je unutar građevinskog područja.
Infrastruktura se nalazi neposredno uz rub zemljišta.

Idealno zemljište želite li graditi kuće za odmor.                    ","['Voda', 'Struja', 'otvoren pogled', 'nema otvoren pogled', 'Jug', 'U mirnoj ulici', 'U blizini parka/šume']",,,,,,,,,,,,građevinska,6877 ,00 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/istrazminjgradevinsko-zemljiste-6006,Žminj,Za prodaju,Građevinsko zemljište,,,,25 € (186 kn),6.006 ,,,,,,,,,,,,,,,,,,,ne,,više od 1km,,"Istra,Žminj,građevinsko zemljište 6006 (ID: 300041049-566)","
                        Istra,Žminj,građevinsko zemljište 6006

Na prodaju je građevinsko zemljište koje se u potpunosti nalazi unutar industijske zone Žminj.
Na terenu se mogu graditi zgrade poslovno-stambene namjene u kojima se obavljaju prozvodne,uslužne,trgovačke ,ugostiteljske( bez mogućnosti smještaja),zanatske i slične djelatnosti prema već donešenim odrednicama za to područje.
Mogućnost izgradnje slobodno stojećih i polu ugrađenih građevina poslovne namjene. 
Slobodno stojeće čestice imaju najmanju dozvoljenu izgrađenost od 10% površine  građevne čestice, a iznad 1500 325.
A za ugrađene iznad 700-160.
Širina građevne čestice u svim smjerovima mora biti , za sobodno stojeće i polu ugrađene mora biti 25m., a građevni pravac morabiti minimalno 7m od regulacijskog pravca i 3m od granice susjednih parcela, odnosno 4m , ako je objekt visine P+2(tri korisničke etaže), maksimalne visine 12m.

Idealno građevinsko zemljište za izgradnju distribucijskih hala zbog lokacije i cestovne povezanosti.

","['Voda', 'djelomično otvoren pogled', 'Istok', 'U blizini glavne ceste / autoputa']",,,,,,,,,,,,građevinska,6006 ,00 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/poljoprivredno-zemljiste/poljoprovredno-zemljiste-80112--u-blizini-tara-i-rogovica,"Tar, Tar-Vabriga",Za prodaju,Negrađevinsko zemljište,,,,8 € (59 kn),80.112 ,,,,,,,,,,,,,,,,,,,ne,,više od 1km,,Poljoprovredno zemljište 80112  u blizini Tara i Rogovića (ID: 300041082-10),"
                        Zemljište u blizini Tara, svega par minuta od naseljenih mjesta, nalazi se ovo poljoprivredno zemljište od 80112  u komadu.
Zemljište se prodaje po 8 Eur/. 

Zemljište je vrhunske kvalitete, a trenutno se na površini nalazi oranica, šuma i vinograd.
Vrhunsko zemljište za poljoprivredne djelatnosti.                    ","['djelomično otvoren pogled', 'Zapad', 'Na osami', 'U blizini parka/šume']",,,,,,,,,,,,"Šuma, vinograd i oranica",nema ,80112 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/kuca-200--u-mirnom-predgradu-sa-velikom-okucnicom-od-1200,"Rogovići, Kaštelir-Labinci",Za prodaju,Kuća/Vikendica,10,,2,220.000 € (1.633.681 kn),240 ,,1970 god.,dovršena,klasičan,U izradi,,ne,namještena,,,,,,da,3,ne,,ne,ne,Vrt,više od 1km,Ne,Kuća 200  u mirnom predgrađu sa velikom okućnicom od 1200 (ID: 300041082-9),"
                        U malom mirnom mjestu 20 km od Poreča, 6km od Mora, u blizini većih mjesta koja ovoj lokaciji osiguravaju dostupnost trgovinama, banci, crkvi i ostalim potrepštinama,
nalazi se ova nekretninama sa okućnicom.

Nekretnini je potrebna adaptacija, ali pruža veliki potencijal zbog svoje okućnice i okoline koja se počela turistički razvijati. Odlična karakteristika mikrolokacije 
je činjenica da zbog rasporeda zemljišta, iako se lokacija razvija turistički, mir stanara nikad nije ometan.

Okućnica je odlična za druženja, dodatna parkirna mjesta ili pak kao predivan vrt. Zemljište je ograđeno sa svih strana ogradom.                    ","['Kupaonica sa prozorom', 'Kuhinja sa prozorom', 'Struja', 'Voda', 'Klasično', 'Drva', 'djelomično otvoren pogled', 'Istok', 'Predgrađe', 'U mirnoj ulici', 'U blizini crkve', 'U blizini parka/šume']",5,3,1.200 ,40 ,,ima,nema,,u nizu,150 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/istra-valtura-kamena-kuca-u-blizini-centra,"Valtura, Ližnjan",Za prodaju,Kuća/Vikendica,4,,2,149.000 € (1.106.448 kn),100 ,,1900 god.,dovršena,autohtoni,U izradi,,da,nenamještena,,,,,,da,2,ne,,ne,ne,,više od 1km,Ne,"ISTRA, VALTURA, NOVOUREĐENA KAMENA KUĆA  (ID: 300041059-208)","
                        Ližnjan, Valtura, prodaje se novouređena  kuća 100  sa okućnicom od 80 . Kuća se sastoji od dva zasebna objekta. Prvi sadrži  dnevni boravak, kupaonicu i dodatne prostorije koja može služit kao ostava ili vešeraj. Drugi objekat se proteže na tri etaže, u prizemlju se nalazi kuhinja, kupaonica i vanjska natkrivena terasal. Na prvom katu se nalazi spavaća soba, kupaonica, terasa, te unutarnje stubište koje povezuje mansardu, gdje se nalazi jedna spavaća soba. U dvorištu se nalaze dva parkirna mjesta, roštilj a  ostatak dvorišta je uređen zelenilom i cvijećem.
","['Kupaonica sa prozorom', 'Kuhinja sa prozorom', 'Balkon/lođa/terasa', 'Klasično', 'Struja', 'Drva', 'djelomično otvoren pogled', 'Jug', 'U blizini centra', 'U blizini glavne ceste / autoputa', 'U blizini trgovine', 'U blizini crkve']",2,3,80 ,,,ima,nema,,dvojna,40 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/novigrad-200m-od-mora-kuca-sa-4-stambene-jedinice,Novigrad,Za prodaju,Kuća/Vikendica,12,,3,315.000 € (2.339.134 kn),300 ,,1990 god.,dovršena,klasičan,U izradi,,ne,namještena,,,,,,da,2,da,,da,ne,,500-1000m,Ne,"NOVIGRAD - 200m od mora, KUĆA sa 4 stambene jedinice (ID: 300041082-8)","
                        Ova samostojeća katnica nalazi se u mirnom naselju 200m od mora, tik do centra Novigrada.

Kuća se sastoji od četiri stambene jedinice, jednog trosobnog stana i tri apartmana. Dva apartmana imaju dvije spavaće sobe dok jedan apartman ima jednu spavaću sobu.
Balkone imaju svi apartmani i stan.

Nekretnina je idelana za obitelji zbog velikog broja soba, blizine moru i gradu dok se istovremeno nalazi u mirnoj četvrti.
Ovo je također odlična nekrentina za iznajmljivanje tokom ljeta a i tokom cijele godine. Apartmani su kategorizirani i sve stambene jedinice imaju svoju klimatizacijsku jedinicu.
Namještaj je uključen u cijenu.

Oko kuće se nalazi krasna okućnica površine cca 450 .

U suterenu kuće nalazi se još i garaža, ljetna kuhinja te drvarnica.                    ","['Struja', 'Voda', 'Grijanje', 'Komunalije', 'Klasično', 'Klima uređaj', 'Struja', 'Drva', 'nema otvoren pogled', 'Zapad', 'U blizini centra', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini trgovine', 'U blizini mora/plaže', 'U blizini parka/šume']",8,,450 ,67 ,,ima,nema,,samostojeća,100 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/formirana-gradevinska-parcela-750,"Kaštelir - Labinci - Castelliere-S. Domenica, Kaštelir-Labinci",Za prodaju,Građevinsko zemljište,,,,109.500 € (813.128 kn),750 ,,,,,,,,,,,,,,,,,,,da,MASLINIK I MORE ,više od 1km,,Formirana građevinska parcela - 750  (ID: 300041068-198),"
                        Istra, Kaštelir,Labinci
Prodaje se formirana građevinska parcela veličine 750. 
Parcela se nalazi na lijepoj lokaciji, pogled na more i maslinik. 
Napravljen je idejni projekt, po kojem budući vlasnik može
izgraditi kuću ili može izmijeniti projekt.  
Put do parcele osiguran. Struja i voda u blizini terena. 
","['Voda', 'Struja', 'otvoren pogled', 'Zapad', 'U blizini centra', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine', 'U blizini crkve', 'U blizini parka/šume']",,,,,,,,,,,,GRAĐEVINSKO ZEMLJIŠTE ,750 ,0000 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/stan/stan-u-centru-grada-poreca,Poreč,Za prodaju,Stan/Apartman,4,,3,210.000 € (1.559.423 kn),"72,15 ",nema okućnice,1985 god.,dovršena,klasičan,D,ne,ne,namještena,,,,,,ne,,ne,ne,ne,da,,2. red,Ne,Stan u centru grada Poreča (ID: 300041079-115),"
                        Prodaje se stan u centru Poreča od 73.
Stan se nalazi na drugom katu,  u samom centru grada, a opet u mirnijoj ulici.
Sastoji se od ulaznog hodnika kojim se ulazi u dnevni prostor, blagovaonu i kuhinju.
Stan ima tri spavaće sobe, svaka sa svojim prozorom te prostrano kupatilo.
Idealna nekretnina kako za stanovanje, tako s obzirom na lokaciju i za turizam.                    ","['Klasično', 'Klima uređaj', 'Struja', 'Voda', 'Struja', 'djelomično otvoren pogled', 'Istok', 'U blizini centra', 'U mirnoj ulici', 'U blizini mora/plaže']",3,,,,nema,nema,nema,nema,,,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/stan/komforni-stan-db2-spavace-sobe-na-punti-u-umagu,Umag,Za prodaju,Stan/Apartman,4,1,1,145.000 € (1.076.744 kn),75 ,zajednička na korištenje,2007 god.,dovršena,klasičan,B,ne,uz manju adaptaciju,namještena,,,,,,da,1,ne,,ne,ne,park,100-300m,Ne,"ISTRA,UMAG,KOMFORNI STAN NA PUNTI (ID: 300441010-1)","
                        Komforni potpuno opremljen stan sa dnevnim boravkom, dvije spavaće sobe, hodnikom, kuhinjom (sa ostavom), blagovaonicom, wc-om, kupatilom, loggiom i drvarnicom u podrumu. Nalazi se u lijepo uređenom stambenom naselju na Punti u Umagu, svega 150 metara od plaže na južnoj strani i plažom na sjeverozapadu udaljenoj 400 metara. Stan je smješten na visokom prizemlju višestambene zgrade. Ispred zgrade nalaze se parkirna mjesta za osobna vozila i mali vrt u kojem stanari zgrade imaju mogućnost druženja na otvorenom sa priručnim roštiljem na drva ili ugljen te stolom i klupama za desetak osoba. Prodaje se sa svim namještajem koji je u dobrom stanju, kupljen u Italiji od kvalitetnih materijala, te ostalom pripadajućom opremom (tehnikom). Grijanje je na električnu struju, a za hlađenje se koristi inverterski klima uređaj koji može u među sezoni poslužiti i za grijanje.                    ","['Kupaonica sa prozorom', 'Kuhinja sa prozorom', 'Spremište', 'Hodnik', 'Struja', 'Voda', 'Grijanje', 'Plin', 'Pričuva', 'Komunalije', 'Etažno centralno', 'Klima uređaj', 'Struja', 'djelomično otvoren pogled', 'Istok', 'U blizini centra', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini trgovine', 'U blizini parka/šume']",2,1,,,,ima,nema,na korištenje,,,ne,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/stan/porec-krasan-stan-u-prizemlju-sa-okucnicom-70,"Veli Maj, Poreč",Za prodaju,Stan/Apartman,4,,1,160.000 € (1.188.132 kn),70 ,u vlasništvu,2000 god.,dovršena,klasičan,U izradi,ne,uz manju adaptaciju,namještena,,,,,,da,1,ne,,ne,ne,,500-1000m,Ne,POREČ - Krasan stan u prizemlju sa okućnicom 70 (ID: 300041082-6),"
                        U predgrađu Poreča, grada na zapadnoj obali Istre u blizini mora, ali u mirnoj četvrti nalazi se ovaj krasan stan sa 2 spavaće sobe i velikom okućnicom.
Stan se sastoji od dnevnog boravka spojenog s kuhinjom, hodnika, 2 spavaće sobe i prekrasnom okućnicom sa stolom i stolicama iznad kojh se nalazi sjenilo.
Savršeno mjesto za obiteljska okupljanja.

Stan zbog okućnice ima i poseban ulaz, a može se koristiti i ulaz kroz zgradu. 
Do centra Poreča je 3 km, ali je u blizini cesta a može se i pješke uz obalnu šetnicu. 
Vrlo mirno i obiteljski pogodno podneblje koje se također može uspješno i iznajmljivati.

Stan se prodaje namješten te stanu pripada jedno parkirno mjesto, a u blizini se nalazi još mjesta gdje se može parkirati automobil.
","['Kupaonica sa prozorom', 'Kuhinja sa prozorom', 'Balkon/lođa/terasa', 'Struja', 'Voda', 'Grijanje', 'Pričuva', 'Klasično', 'Klima uređaj', 'Struja', 'Norveški radijatori', 'nema otvoren pogled', 'Jug', 'Predgrađe', 'U blizini glavne ceste / autoputa', 'U blizini mora/plaže']",2,,60 ,6 ,,ima,nema,vlastiti,,,da,,,,,,,,,,,,,
